order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivery_time_days,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,revenue,total_cost,profit
O105339,C15721,P232995,Fashion,18.92,0.0,1,UPI,2025-05-04,5,East,No,18.92,5.59,1.03,59,Female,18.92,5.59,0.19487600000000002
O105340,C15223,P245937,Beauty,8.8,0.0,1,COD,2023-10-15,4,Central,No,8.8,2.18,1.78,48,Male,8.8,2.18,0.15664
O105341,C10392,P218568,Fashion,47.55,0.0,1,Credit Card,2024-03-30,5,West,No,47.55,4.19,12.45,58,Female,47.55,4.19,5.919975
O105342,C10630,P210433,Fashion,63.41,0.05,1,Credit Card,2024-12-21,6,East,No,60.24,7.73,13.35,52,Female,60.24,7.73,8.04204
O105343,C13716,P229377,Fashion,18.4,0.0,2,Debit Card,2025-03-03,5,East,Yes,36.8,5.15,7.73,30,Female,36.8,5.15,2.84464
O105344,C11847,P223184,Beauty,30.68,0.0,1,Debit Card,2024-10-05,6,South,No,30.68,3.03,10.78,42,Female,30.68,3.03,3.307304
O105345,C12655,P248481,Toys,21.45,0.0,1,COD,2024-09-14,5,East,No,21.45,4.1,4.48,52,Male,21.45,4.1,0.9609600000000001
O105346,C10979,P209121,Toys,9.62,0.2,1,Credit Card,2024-10-04,5,Central,No,7.7,2.75,0.33,45,Male,7.7,2.75,0.025410000000000002
O105347,C14529,P228612,Home,44.38,0.0,1,UPI,2025-08-21,5,South,No,44.38,5.22,7.21,36,Male,44.38,5.22,3.199798
O105348,C13402,P222207,Home,291.16,0.0,1,Wallet,2025-06-17,3,North,No,291.16,7.7,73.82,57,Male,291.16,7.7,214.934312
O105349,C17310,P210795,Sports,92.91,0.05,1,Debit Card,2023-12-22,4,North,No,88.26,7.47,19.01,45,Female,88.26,7.47,16.778226000000004
O105350,C13871,P217564,Toys,25.94,0.05,1,Credit Card,2024-05-14,6,East,No,24.64,4.54,5.32,34,Female,24.64,4.54,1.3108480000000002
O105351,C16683,P248603,Fashion,132.58,0.0,1,Debit Card,2024-06-21,3,Central,No,132.58,8.49,37.91,35,Female,132.58,8.49,50.261078000000005
O105352,C10277,P241999,Fashion,16.3,0.0,2,PayPal,2025-03-31,7,South,No,32.6,3.82,7.59,63,Male,32.6,3.82,2.4743399999999998
O105353,C10232,P201101,Beauty,13.58,0.15,1,UPI,2023-12-08,7,West,No,11.54,3.56,1.63,66,Male,11.54,3.56,0.18810199999999996
O105354,C11552,P234867,Home,85.04,0.0,1,Debit Card,2024-04-04,6,East,No,85.04,6.31,17.5,34,Female,85.04,6.31,14.882
O105355,C15690,P200513,Sports,36.07,0.0,1,Credit Card,2025-06-17,3,North,Yes,36.07,4.1,6.72,51,Female,36.07,4.1,2.423904
O105356,C15209,P211324,Home,251.64,0.2,1,UPI,2023-11-16,4,North,No,201.31,8.15,48.22,50,Male,201.31,8.15,97.071682
O105357,C17659,P215491,Electronics,78.3,0.15,1,COD,2024-10-30,6,West,No,66.55,7.14,0.85,60,Female,66.55,7.14,0.565675
O105358,C13270,P213693,Electronics,138.83,0.0,1,Credit Card,2025-09-01,6,East,No,138.83,6.7,9.96,41,Male,138.83,6.7,13.827468000000003
O105359,C12409,P215923,Grocery,3.79,0.0,1,UPI,2024-06-14,5,West,No,3.79,3.09,-2.79,49,Female,3.79,3.09,-0.105741
O105360,C13512,P234600,Fashion,155.74,0.0,2,Credit Card,2024-02-20,3,North,No,311.48,9.26,99.76,37,Female,311.48,9.26,310.73244800000003
O105361,C10025,P210872,Electronics,370.82,0.1,2,Credit Card,2025-05-27,3,Central,No,667.48,9.8,70.3,33,Female,667.48,9.8,469.23843999999997
O105362,C17192,P243058,Sports,133.85,0.05,1,PayPal,2024-04-10,4,North,No,127.16,6.98,31.17,40,Male,127.16,6.98,39.635772
O105363,C15513,P207137,Sports,21.28,0.0,1,UPI,2025-07-15,5,West,No,21.28,3.98,2.4,68,Female,21.28,3.98,0.5107200000000001
O105364,C16650,P211358,Beauty,8.28,0.1,1,PayPal,2023-11-23,6,East,No,7.45,3.97,-0.62,20,Male,7.45,3.97,-0.04619
O105365,C17468,P205807,Home,228.59,0.15,2,Credit Card,2024-05-16,6,South,No,388.6,8.54,100.27,39,Female,388.6,8.54,389.64922
O105366,C17506,P248650,Grocery,12.04,0.0,1,Wallet,2023-10-09,5,East,No,12.04,4.49,-3.53,24,Female,12.04,4.49,-0.42501199999999995
O105367,C16410,P226503,Electronics,65.01,0.0,1,PayPal,2025-07-29,4,Central,No,65.01,7.02,0.78,46,Male,65.01,7.02,0.507078
O105368,C10460,P214859,Home,119.8,0.0,2,Debit Card,2025-03-12,4,South,No,239.6,8.55,58.54,54,Female,239.6,8.55,140.26184
O105369,C13764,P247905,Beauty,18.8,0.1,1,UPI,2023-12-16,7,East,No,16.92,5.61,2.0,68,Female,16.92,5.61,0.33840000000000003
O105370,C16599,P222234,Electronics,104.23,0.0,1,PayPal,2024-12-05,8,West,No,104.23,7.16,5.35,50,Male,104.23,7.16,5.5763050000000005
O105371,C13431,P211079,Home,128.34,0.0,1,Credit Card,2024-07-15,6,West,No,128.34,7.42,28.52,31,Male,128.34,7.42,36.602568000000005
O105372,C15187,P230975,Toys,5.76,0.0,5,Credit Card,2024-09-21,3,Central,No,28.8,5.72,5.8,24,Male,28.8,5.72,1.6703999999999999
O105373,C15102,P204343,Home,229.67,0.15,1,PayPal,2024-06-20,4,South,No,195.22,6.75,47.91,26,Female,195.22,6.75,93.52990199999999
O105374,C17006,P204628,Toys,20.95,0.3,3,Debit Card,2024-03-17,4,West,No,43.99,3.65,13.95,24,Male,43.99,3.65,6.136604999999999
O105375,C13483,P222568,Sports,211.62,0.0,2,COD,2025-09-08,5,East,No,423.24,11.41,115.56,54,Other,423.24,11.41,489.096144
O105376,C11994,P228106,Toys,12.87,0.0,1,Credit Card,2024-07-15,4,West,No,12.87,3.74,1.41,37,Other,12.87,3.74,0.181467
O105377,C10490,P208981,Toys,16.11,0.15,1,Wallet,2023-11-04,3,Central,No,13.69,4.32,1.16,38,Male,13.69,4.32,0.15880399999999997
O105378,C11072,P234068,Sports,150.57,0.0,1,Credit Card,2023-12-13,5,South,No,150.57,7.96,37.21,23,Female,150.57,7.96,56.027097
O105379,C17854,P234715,Sports,87.71,0.0,1,UPI,2025-04-20,4,Central,No,87.71,6.24,20.07,63,Male,87.71,6.24,17.603396999999998
O105380,C16707,P202242,Sports,93.45,0.1,1,Credit Card,2024-04-12,5,East,No,84.1,5.5,19.73,20,Female,84.1,5.5,16.59293
O105381,C13173,P248397,Beauty,22.75,0.0,4,Credit Card,2024-04-30,6,West,No,91.0,7.64,33.31,43,Male,91.0,7.64,30.3121
O105382,C10215,P236424,Beauty,19.56,0.0,1,COD,2024-10-02,4,West,No,19.56,4.24,4.56,64,Female,19.56,4.24,0.8919359999999998
O105383,C17605,P249459,Fashion,85.55,0.0,1,Debit Card,2023-12-03,5,North,No,85.55,9.98,19.96,52,Male,85.55,9.98,17.075779999999998
O105384,C11723,P234218,Toys,15.06,0.2,1,Credit Card,2025-01-30,5,East,No,12.05,3.01,1.81,19,Male,12.05,3.01,0.21810500000000002
O105385,C11592,P240134,Fashion,118.6,0.0,1,PayPal,2023-11-13,4,Central,No,118.6,6.87,34.64,43,Female,118.6,6.87,41.08304
O105386,C12606,P202842,Beauty,43.51,0.15,1,Credit Card,2023-12-21,3,North,No,36.98,6.3,10.34,23,Female,36.98,6.3,3.8237319999999992
O105387,C10158,P216017,Fashion,62.97,0.0,3,Wallet,2024-09-23,4,North,No,188.91,7.53,58.59,63,Male,188.91,7.53,110.68236900000001
O105388,C16632,P213836,Sports,235.11,0.05,1,Debit Card,2025-06-01,5,East,No,223.35,7.8,59.2,33,Male,223.35,7.8,132.22320000000002
O105389,C14781,P214186,Grocery,11.14,0.05,4,Credit Card,2025-07-31,6,East,No,42.33,5.42,-2.03,24,Female,42.33,5.42,-0.8592989999999999
O105390,C13313,P234432,Toys,35.93,0.0,3,Debit Card,2025-01-24,4,Central,No,107.79,5.74,37.38,32,Male,107.79,5.74,40.29190200000001
O105391,C12841,P222757,Beauty,9.78,0.1,1,Debit Card,2024-02-15,6,East,No,8.8,2.55,1.41,34,Male,8.8,2.55,0.12408000000000001
O105392,C11776,P247188,Beauty,4.86,0.15,1,Debit Card,2025-01-25,5,North,No,4.13,0.18,1.68,38,Male,4.13,0.18,0.06938399999999999
O105393,C12052,P231116,Home,162.1,0.05,1,COD,2024-04-25,8,South,No,153.99,7.77,35.35,47,Female,153.99,7.77,54.43546500000001
O105394,C17763,P236716,Fashion,22.65,0.0,1,COD,2025-07-31,3,Central,No,22.65,5.5,2.43,26,Female,22.65,5.5,0.550395
O105395,C15939,P220456,Fashion,54.5,0.05,1,COD,2023-09-28,4,South,Yes,51.78,6.31,11.81,57,Female,51.78,6.31,6.1152180000000005
O105396,C16504,P203634,Home,20.61,0.0,1,Credit Card,2025-03-16,5,West,No,20.61,5.28,0.49,52,Male,20.61,5.28,0.100989
O105397,C16602,P249366,Grocery,42.02,0.0,1,COD,2024-12-19,5,East,No,42.02,5.05,-1.69,38,Female,42.02,5.05,-0.7101379999999999
O105398,C12295,P235840,Home,105.31,0.05,1,Credit Card,2025-07-28,7,East,No,100.04,7.75,20.26,63,Male,100.04,7.75,20.268104
O105399,C15685,P220856,Beauty,3.23,0.0,1,Credit Card,2023-12-27,6,East,No,3.23,1.83,-0.38,51,Male,3.23,1.83,-0.012274
O105400,C11696,P202459,Grocery,9.51,0.0,2,Wallet,2024-12-29,6,South,No,19.02,5.38,-3.86,62,Male,19.02,5.38,-0.7341719999999999
O105401,C12993,P236474,Home,215.31,0.0,1,Credit Card,2025-08-24,5,North,Yes,215.31,7.92,52.37,52,Female,215.31,7.92,112.75784699999998
O105402,C12469,P231519,Fashion,103.54,0.0,1,Credit Card,2025-01-13,4,North,No,103.54,4.82,31.42,25,Male,103.54,4.82,32.53226800000001
O105403,C11946,P217590,Home,91.44,0.3,3,PayPal,2024-05-18,5,East,No,192.02,8.78,44.99,46,Female,192.02,8.78,86.38979800000001
O105404,C13809,P208601,Home,27.72,0.15,1,Credit Card,2024-12-06,6,East,No,23.56,4.66,1.94,58,Female,23.56,4.66,0.45706399999999997
O105405,C16158,P203469,Sports,242.68,0.0,1,Debit Card,2025-03-22,6,West,No,242.68,9.21,63.59,41,Male,242.68,9.21,154.320212
O105406,C12783,P224791,Fashion,200.31,0.0,1,UPI,2023-09-13,8,West,No,200.31,7.99,62.12,18,Male,200.31,7.99,124.432572
O105407,C13644,P237615,Sports,16.42,0.0,1,Credit Card,2024-12-07,4,West,No,16.42,3.52,1.41,41,Male,16.42,3.52,0.231522
O105408,C15241,P200348,Grocery,2.07,0.1,2,UPI,2025-04-08,4,North,No,3.73,0.69,-0.39,36,Female,3.73,0.69,-0.014547000000000001
O105409,C16420,P236419,Fashion,45.99,0.0,2,Wallet,2023-12-03,7,East,No,91.98,7.28,24.91,24,Male,91.98,7.28,22.912218
O105410,C15677,P202878,Electronics,298.09,0.3,1,Wallet,2024-09-25,4,Central,No,208.66,9.64,15.4,33,Male,208.66,9.64,32.13364
O105411,C12500,P211857,Beauty,24.76,0.0,1,Debit Card,2025-04-24,5,South,No,24.76,5.55,5.59,32,Female,24.76,5.55,1.384084
O105412,C17557,P237517,Home,60.22,0.05,1,PayPal,2023-09-18,6,South,No,57.21,5.71,10.31,35,Female,57.21,5.71,5.898351000000001
O105413,C17461,P244029,Beauty,4.27,0.3,3,UPI,2024-03-07,7,East,No,8.97,3.44,0.6,58,Male,8.97,3.44,0.05382000000000001
O105414,C13645,P220378,Beauty,24.27,0.0,1,COD,2024-06-16,4,North,No,24.27,4.78,6.14,45,Male,24.27,4.78,1.4901779999999998
O105415,C12645,P244072,Home,31.62,0.0,2,COD,2024-04-11,4,South,No,63.24,4.33,13.38,58,Male,63.24,4.33,8.461512
O105416,C16589,P200002,Grocery,6.5,0.05,1,Debit Card,2024-07-13,5,West,No,6.18,1.21,-0.72,65,Female,6.18,1.21,-0.044495999999999994
O105417,C16353,P225658,Home,124.99,0.1,1,Credit Card,2023-10-10,4,West,No,112.49,6.95,24.55,66,Male,112.49,6.95,27.616294999999997
O105418,C17757,P223267,Fashion,16.5,0.05,3,Credit Card,2025-06-04,3,North,No,47.02,7.06,9.4,20,Male,47.02,7.06,4.41988
O105419,C16857,P245462,Grocery,11.29,0.05,1,Debit Card,2023-11-02,4,Central,No,10.73,4.63,-3.77,44,Male,10.73,4.63,-0.40452099999999996
O105420,C12349,P214353,Electronics,457.64,0.0,1,UPI,2025-04-20,6,West,No,457.64,9.33,45.59,41,Female,457.64,9.33,208.638076
O105421,C11932,P201517,Electronics,72.11,0.1,1,Debit Card,2024-08-05,3,North,No,64.9,6.6,1.19,66,Female,64.9,6.6,0.77231
O105422,C13294,P242855,Grocery,13.72,0.0,2,Credit Card,2025-07-23,4,Central,No,27.44,4.64,-2.44,47,Male,27.44,4.64,-0.669536
O105423,C11757,P219963,Fashion,40.02,0.0,1,Debit Card,2024-05-26,4,Central,No,40.02,5.05,8.96,39,Female,40.02,5.05,3.585792000000001
O105424,C16146,P213175,Electronics,83.32,0.1,1,Debit Card,2024-05-14,4,North,Yes,74.99,7.55,1.45,31,Other,74.99,7.55,1.0873549999999998
O105425,C15085,P230367,Beauty,33.02,0.0,1,Credit Card,2023-11-09,3,Central,No,33.02,5.41,9.45,62,Female,33.02,5.41,3.12039
O105426,C15637,P217232,Electronics,171.02,0.0,1,Credit Card,2025-04-01,6,South,No,171.02,7.0,13.52,37,Female,171.02,7.0,23.121904
O105427,C11116,P237804,Beauty,7.93,0.1,2,UPI,2024-10-29,7,South,No,14.27,4.56,1.86,54,Female,14.27,4.56,0.26542200000000005
O105428,C12567,P249357,Home,53.7,0.1,2,Credit Card,2025-04-24,7,East,No,96.66,6.76,20.3,24,Female,96.66,6.76,19.62198
O105429,C13499,P226468,Sports,87.69,0.05,1,Debit Card,2024-03-19,5,North,No,83.31,4.92,20.07,45,Male,83.31,4.92,16.720316999999998
O105430,C10492,P200520,Fashion,47.66,0.05,1,Credit Card,2024-03-18,5,West,No,45.28,5.28,10.57,51,Male,45.28,5.28,4.786096000000001
O105431,C13306,P221497,Grocery,3.45,0.05,1,UPI,2024-07-14,7,Central,No,3.28,2.18,-1.92,68,Male,3.28,2.18,-0.06297599999999999
O105432,C10619,P248473,Fashion,140.64,0.1,4,Wallet,2023-11-29,5,South,No,506.3,9.89,167.32,69,Male,506.3,9.89,847.14116
O105433,C13232,P226927,Beauty,12.77,0.0,1,Debit Card,2024-05-11,5,South,No,12.77,3.77,1.98,61,Male,12.77,3.77,0.25284599999999996
O105434,C17888,P206258,Grocery,5.11,0.15,1,COD,2025-08-01,7,South,No,4.34,2.43,-2.08,33,Female,4.34,2.43,-0.09027199999999999
O105435,C13823,P234902,Home,37.21,0.0,2,COD,2024-03-30,3,Central,No,74.42,5.76,15.08,67,Female,74.42,5.76,11.222536
O105436,C16474,P215454,Electronics,91.74,0.0,1,UPI,2023-12-15,4,West,No,91.74,4.87,6.14,20,Male,91.74,4.87,5.632835999999999
O105437,C12380,P237606,Electronics,1357.13,0.0,1,Credit Card,2024-01-30,4,West,No,1357.13,12.13,150.73,61,Female,1357.13,12.13,2045.602049
O105438,C16193,P220929,Grocery,15.79,0.1,1,PayPal,2025-03-20,4,North,No,14.21,4.92,-3.78,46,Female,14.21,4.92,-0.537138
O105439,C11546,P224177,Toys,32.42,0.0,1,Debit Card,2024-05-20,3,North,No,32.42,5.96,7.01,41,Female,32.42,5.96,2.272642
O105440,C14958,P200785,Grocery,7.76,0.0,1,PayPal,2024-03-31,3,North,No,7.76,2.81,-2.19,22,Other,7.76,2.81,-0.16994399999999998
O105441,C15787,P208143,Sports,62.66,0.15,1,Credit Card,2024-04-27,5,South,No,53.26,5.75,10.23,44,Male,53.26,5.75,5.448498
O105442,C13563,P224092,Fashion,218.11,0.3,1,COD,2024-11-18,3,Central,No,152.68,8.48,44.96,59,Female,152.68,8.48,68.64492800000001
O105443,C11605,P247818,Electronics,122.8,0.1,1,Credit Card,2025-06-06,6,East,No,110.52,5.74,7.52,28,Male,110.52,5.74,8.311103999999998
O105444,C13752,P213635,Grocery,6.21,0.0,1,Wallet,2025-01-30,4,Central,No,6.21,3.0,-2.5,62,Female,6.21,3.0,-0.15525
O105445,C16415,P210982,Home,38.59,0.0,2,Credit Card,2024-07-04,7,West,No,77.18,8.53,13.08,36,Female,77.18,8.53,10.095144000000001
O105446,C14675,P213409,Home,53.73,0.05,2,Credit Card,2023-12-15,5,South,No,102.09,8.18,20.41,38,Female,102.09,8.18,20.836569
O105447,C11890,P248756,Beauty,29.69,0.05,1,Debit Card,2024-05-07,6,East,No,28.21,5.95,6.74,56,Female,28.21,5.95,1.9013540000000002
O105448,C11275,P218541,Electronics,170.09,0.0,1,Debit Card,2024-10-31,5,West,No,170.09,9.44,10.97,48,Female,170.09,9.44,18.658873
O105449,C16703,P203528,Fashion,107.45,0.05,1,COD,2024-03-19,6,South,No,102.08,7.52,28.21,67,Male,102.08,7.52,28.796768
O105450,C12743,P236327,Beauty,4.22,0.0,1,PayPal,2025-03-20,5,South,No,4.22,2.52,-0.62,42,Male,4.22,2.52,-0.026163999999999996
O105451,C15951,P246888,Electronics,192.37,0.3,1,Debit Card,2024-09-23,6,West,No,134.66,5.64,10.52,41,Male,134.66,5.64,14.166231999999999
O105452,C17866,P224518,Electronics,690.63,0.0,3,Debit Card,2024-06-27,5,North,No,2071.89,9.12,239.51,46,Female,2071.89,9.12,4962.383738999999
O105453,C17257,P224946,Home,137.88,0.05,3,Wallet,2024-07-19,4,South,No,392.96,10.09,99.94,52,Male,392.96,10.09,392.72422399999994
O105454,C12493,P232080,Beauty,39.11,0.0,1,Credit Card,2024-05-30,3,North,No,39.11,7.72,9.88,60,Male,39.11,7.72,3.8640680000000005
O105455,C17160,P235705,Fashion,24.23,0.0,1,PayPal,2023-10-04,4,West,No,24.23,4.72,3.76,39,Female,24.23,4.72,0.9110479999999999
O105456,C15451,P224556,Electronics,199.8,0.1,2,Credit Card,2023-12-16,4,North,No,359.64,9.48,33.68,44,Male,359.64,9.48,121.126752
O105457,C15258,P240906,Grocery,29.85,0.0,1,Debit Card,2025-07-20,5,North,No,29.85,4.49,-2.1,30,Male,29.85,4.49,-0.62685
O105458,C10356,P237909,Electronics,500.0,0.15,1,Credit Card,2024-01-19,4,West,No,425.0,9.25,41.75,47,Male,425.0,9.25,177.4375
O105459,C15720,P249873,Electronics,207.6,0.0,1,Credit Card,2024-02-22,4,North,No,207.6,8.28,16.63,35,Male,207.6,8.28,34.52388
O105460,C16417,P221775,Fashion,16.92,0.05,1,Credit Card,2025-07-10,4,South,No,16.07,3.17,2.45,23,Female,16.07,3.17,0.39371500000000004
O105461,C17186,P224041,Fashion,10.53,0.0,1,Credit Card,2024-05-07,5,East,No,10.53,3.73,-0.04,32,Female,10.53,3.73,-0.004212
O105462,C16102,P200835,Beauty,51.49,0.0,3,Credit Card,2024-06-09,4,South,No,154.47,8.24,61.27,41,Male,154.47,8.24,94.643769
O105463,C16454,P235747,Grocery,16.75,0.1,2,PayPal,2025-04-30,5,East,No,30.15,6.66,-4.25,33,Female,30.15,6.66,-1.281375
O105464,C10869,P243285,Home,133.08,0.0,1,UPI,2024-08-06,3,Central,No,133.08,8.51,28.75,69,Female,133.08,8.51,38.2605
O105465,C10885,P244884,Toys,31.48,0.0,1,Debit Card,2024-03-16,6,South,No,31.48,6.02,6.57,40,Male,31.48,6.02,2.068236
O105466,C12001,P235192,Grocery,33.46,0.05,1,Debit Card,2025-01-09,4,South,No,31.79,7.68,-5.14,35,Male,31.79,7.68,-1.6340059999999998
O105467,C16297,P247335,Fashion,75.49,0.0,3,Credit Card,2025-02-19,6,West,No,226.47,9.6,69.66,23,Male,226.47,9.6,157.759002
O105468,C15509,P216104,Home,81.87,0.0,1,Credit Card,2025-06-11,4,West,No,81.87,5.93,16.99,64,Female,81.87,5.93,13.909713
O105469,C11283,P214927,Sports,29.09,0.1,1,Debit Card,2024-07-23,5,East,No,26.18,4.3,3.55,60,Male,26.18,4.3,0.9293899999999999
O105470,C10619,P204521,Fashion,66.51,0.05,2,Debit Card,2024-02-24,3,North,No,126.37,7.52,36.71,39,Female,126.37,7.52,46.390427
O105471,C10882,P244086,Sports,37.86,0.0,1,Debit Card,2025-06-24,6,East,No,37.86,4.63,6.73,24,Female,37.86,4.63,2.547978
O105472,C10796,P214280,Sports,160.06,0.05,1,Credit Card,2024-09-09,7,East,No,152.06,8.3,37.32,25,Male,152.06,8.3,56.748791999999995
O105473,C13642,P247544,Home,64.46,0.0,1,Credit Card,2024-03-01,4,West,No,64.46,5.02,13.03,32,Female,64.46,5.02,8.399137999999999
O105474,C16268,P230753,Electronics,105.42,0.2,2,Credit Card,2024-04-16,5,West,No,168.67,8.22,12.02,22,Female,168.67,8.22,20.274134
O105475,C13425,P247948,Electronics,145.52,0.3,3,PayPal,2024-02-11,4,South,No,305.59,10.12,26.55,67,Female,305.59,10.12,81.134145
O105476,C11296,P249605,Home,50.83,0.0,1,Credit Card,2023-10-03,7,East,No,50.83,5.38,8.85,53,Female,50.83,5.38,4.498455
O105477,C14714,P203459,Electronics,204.73,0.0,2,PayPal,2024-09-11,7,East,No,409.46,9.66,39.48,37,Female,409.46,9.66,161.65480799999997
O105478,C15930,P229435,Toys,7.85,0.0,1,UPI,2024-09-14,5,South,No,7.85,2.52,0.62,20,Other,7.85,2.52,0.04867
O105479,C10244,P228077,Fashion,17.57,0.0,5,Credit Card,2025-02-11,4,West,Yes,87.85,4.14,26.61,28,Female,87.85,4.14,23.376884999999998
O105480,C12895,P201148,Sports,58.89,0.05,4,COD,2024-08-22,4,West,No,223.78,6.54,60.59,48,Male,223.78,6.54,135.588302
O105481,C16593,P249674,Fashion,104.6,0.0,2,Credit Card,2024-11-18,6,South,No,209.2,8.39,64.83,33,Male,209.2,8.39,135.62436
O105482,C10929,P237345,Toys,3.44,0.0,1,Debit Card,2024-11-07,6,West,No,3.44,1.44,-0.06,67,Male,3.44,1.44,-0.002064
O105483,C15366,P231036,Grocery,5.63,0.0,1,UPI,2024-07-24,6,West,No,5.63,2.86,-2.41,27,Female,5.63,2.86,-0.135683
O105484,C10519,P249273,Toys,18.25,0.05,2,PayPal,2024-06-15,3,Central,No,34.67,4.75,9.12,22,Male,34.67,4.75,3.161904
O105485,C13212,P220002,Home,283.25,0.0,2,Credit Card,2025-05-23,5,East,No,566.5,10.91,147.71,33,Male,566.5,10.91,836.77715
O105486,C12409,P248440,Electronics,158.63,0.0,2,UPI,2025-04-03,5,South,No,317.26,9.39,28.68,55,Male,317.26,9.39,90.990168
O105487,C10007,P239398,Home,66.47,0.0,4,PayPal,2025-07-04,5,North,No,265.88,8.12,66.33,34,Other,265.88,8.12,176.358204
O105488,C12525,P236490,Home,220.57,0.1,5,COD,2023-11-01,4,West,No,992.56,11.04,266.88,28,Male,992.56,11.04,2648.944128
O105489,C13423,P205930,Grocery,7.14,0.0,1,Credit Card,2025-07-16,4,North,No,7.14,4.89,-4.32,47,Male,7.14,4.89,-0.308448
O105490,C12019,P213388,Beauty,49.73,0.0,1,UPI,2025-02-13,7,East,No,49.73,4.99,17.39,61,Other,49.73,4.99,8.648047
O105491,C14590,P219691,Sports,69.73,0.1,2,Credit Card,2025-06-08,5,South,No,125.51,7.67,29.98,50,Female,125.51,7.67,37.627898
O105492,C15725,P203642,Toys,18.56,0.0,3,PayPal,2023-10-17,3,Central,No,55.68,6.88,15.39,60,Female,55.68,6.88,8.569152
O105493,C16976,P219201,Beauty,23.16,0.0,1,Credit Card,2025-05-23,4,South,No,23.16,4.36,6.06,55,Female,23.16,4.36,1.4034959999999999
O105494,C17594,P207421,Beauty,6.11,0.15,1,COD,2024-05-24,6,East,No,5.19,2.12,0.22,30,Female,5.19,2.12,0.011418000000000001
O105495,C15158,P239815,Fashion,26.56,0.0,2,Credit Card,2024-08-27,4,West,No,53.12,6.59,12.0,54,Male,53.12,6.59,6.3744
O105496,C16736,P213554,Electronics,139.87,0.0,1,Debit Card,2024-10-07,4,South,No,139.87,6.75,10.03,51,Male,139.87,6.75,14.028961
O105497,C14282,P205588,Sports,122.98,0.2,1,UPI,2025-04-24,5,East,No,98.38,6.35,23.16,47,Female,98.38,6.35,22.784807999999998
O105498,C13667,P223771,Toys,55.35,0.05,1,PayPal,2024-02-04,7,South,No,52.58,6.08,14.95,55,Male,52.58,6.08,7.860709999999999
O105499,C13671,P225824,Home,41.44,0.15,1,Debit Card,2024-02-16,3,North,No,35.22,4.9,4.96,28,Male,35.22,4.9,1.7469119999999998
O105500,C12801,P248028,Beauty,5.34,0.0,1,Debit Card,2024-05-24,4,South,Yes,5.34,2.67,-0.27,45,Female,5.34,2.67,-0.014418
O105501,C15973,P209316,Fashion,39.73,0.05,1,COD,2024-03-09,6,East,No,37.74,5.87,7.34,50,Female,37.74,5.87,2.770116
O105502,C16236,P242617,Home,75.26,0.0,1,Wallet,2025-05-24,4,West,No,75.26,7.1,13.97,63,Female,75.26,7.1,10.513822000000003
O105503,C10085,P242713,Fashion,6.79,0.3,1,COD,2025-07-16,4,Central,No,4.75,3.64,-1.98,32,Male,4.75,3.64,-0.09405
O105504,C13115,P245562,Sports,260.38,0.0,1,Credit Card,2023-11-11,3,North,No,260.38,7.59,70.52,51,Female,260.38,7.59,183.61997599999998
O105505,C14232,P228234,Home,380.76,0.05,1,Debit Card,2025-02-12,3,North,No,361.72,9.28,92.0,23,Female,361.72,9.28,332.78240000000005
O105506,C12468,P219786,Beauty,49.55,0.0,1,Credit Card,2024-06-12,5,South,No,49.55,3.55,18.75,34,Female,49.55,3.55,9.290624999999999
O105507,C16217,P237100,Electronics,157.0,0.0,1,PayPal,2025-03-11,8,West,No,157.0,6.83,12.01,19,Male,157.0,6.83,18.8557
O105508,C13619,P215329,Beauty,6.2,0.0,2,UPI,2025-06-28,7,South,No,12.4,4.08,1.5,45,Male,12.4,4.08,0.186
O105509,C11636,P215698,Fashion,49.14,0.05,3,Debit Card,2024-11-04,6,East,No,140.05,8.33,40.69,28,Male,140.05,8.33,56.986345
O105510,C13583,P225327,Home,53.53,0.15,5,COD,2025-08-15,4,South,No,227.5,9.28,54.42,62,Male,227.5,9.28,123.80550000000001
O105511,C17323,P247609,Home,39.66,0.15,1,Credit Card,2023-12-06,4,North,No,33.71,6.07,3.37,22,Female,33.71,6.07,1.1360270000000001
O105512,C14009,P216548,Home,145.0,0.0,1,Debit Card,2024-12-20,4,South,No,145.0,7.46,33.14,68,Male,145.0,7.46,48.053000000000004
O105513,C13326,P239757,Fashion,73.23,0.1,1,Credit Card,2025-05-31,4,North,No,65.91,6.61,16.46,64,Male,65.91,6.61,10.848785999999999
O105514,C12218,P218340,Toys,16.74,0.15,1,COD,2025-04-20,4,West,No,14.23,4.74,0.95,62,Female,14.23,4.74,0.135185
O105515,C15847,P203860,Home,60.78,0.1,2,COD,2024-10-29,4,Central,No,109.4,7.47,23.16,26,Female,109.4,7.47,25.337040000000002
O105516,C12217,P219159,Beauty,20.6,0.0,2,Debit Card,2024-05-29,4,West,No,41.2,5.59,12.95,42,Male,41.2,5.59,5.335400000000001
O105517,C15883,P227865,Beauty,25.43,0.05,1,Credit Card,2024-12-09,4,South,No,24.16,5.98,4.89,66,Female,24.16,5.98,1.181424
O105518,C14967,P234536,Beauty,4.31,0.0,2,UPI,2025-03-01,6,South,No,8.62,3.08,0.8,43,Female,8.62,3.08,0.06896
O105519,C12369,P231755,Beauty,17.37,0.05,2,PayPal,2025-08-02,7,North,No,33.0,5.7,9.15,36,Female,33.0,5.7,3.0195
